"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"#Hernia (K40-K46)"	"GR113-092"	"2000"	"2000"	1522	281421906	0.5
	"#Hernia (K40-K46)"	"GR113-092"	"2001"	"2001"	1522	284968955	0.5
	"#Hernia (K40-K46)"	"GR113-092"	"2002"	"2002"	1595	287625193	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2003"	"2003"	1613	290107933	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2004"	"2004"	1602	292805298	0.5
	"#Hernia (K40-K46)"	"GR113-092"	"2005"	"2005"	1639	295516599	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2006"	"2006"	1744	298379912	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2007"	"2007"	1698	301231207	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2008"	"2008"	1674	304093966	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2009"	"2009"	1801	306771529	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2010"	"2010"	1832	308745538	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2011"	"2011"	1915	311591917	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2012"	"2012"	1911	313914040	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2013"	"2013"	1932	316128839	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2014"	"2014"	1979	318857056	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2015"	"2015"	2109	321418820	0.7
	"#Hernia (K40-K46)"	"GR113-092"	"2016"	"2016"	2099	323127513	0.6
	"#Hernia (K40-K46)"	"GR113-092"	"2017"	"2017"	2158	325719178	0.7
	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	2265	327167434	0.7
	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	2269	328239523	0.7
	"#Hernia (K40-K46)"	"GR113-092"	"2020 "	"2020"	2203	329484123	0.7
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"1999"	"1999"	26259	279040168	9.4
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2000"	"2000"	26552	281421906	9.4
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2001"	"2001"	27035	284968955	9.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2002"	"2002"	27257	287625193	9.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2003"	"2003"	27503	290107933	9.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2004"	"2004"	27013	292805298	9.2
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2005"	"2005"	27530	295516599	9.3
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2006"	"2006"	27555	298379912	9.2
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2007"	"2007"	29165	301231207	9.7
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2008"	"2008"	29963	304093966	9.9
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2009"	"2009"	30558	306771529	10.0
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2010"	"2010"	31903	308745538	10.3
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2011"	"2011"	33642	311591917	10.8
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2012"	"2012"	34979	313914040	11.1
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2013"	"2013"	36427	316128839	11.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2014"	"2014"	38170	318857056	12.0
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2015"	"2015"	40326	321418820	12.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2016"	"2016"	40545	323127513	12.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2017"	"2017"	41743	325719178	12.8
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	42838	327167434	13.1
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	44358	328239523	13.5
	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020 "	"2020"	51642	329484123	15.7
	"Alcoholic liver disease (K70)"	"GR113-094"	"1999"	"1999"	11958	279040168	4.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2000"	"2000"	12109	281421906	4.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2001"	"2001"	12207	284968955	4.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2002"	"2002"	12121	287625193	4.2
	"Alcoholic liver disease (K70)"	"GR113-094"	"2003"	"2003"	12360	290107933	4.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2004"	"2004"	12548	292805298	4.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2005"	"2005"	12928	295516599	4.4
	"Alcoholic liver disease (K70)"	"GR113-094"	"2006"	"2006"	13050	298379912	4.4
	"Alcoholic liver disease (K70)"	"GR113-094"	"2007"	"2007"	14406	301231207	4.8
	"Alcoholic liver disease (K70)"	"GR113-094"	"2008"	"2008"	14864	304093966	4.9
	"Alcoholic liver disease (K70)"	"GR113-094"	"2009"	"2009"	15183	306771529	4.9
	"Alcoholic liver disease (K70)"	"GR113-094"	"2010"	"2010"	15990	308745538	5.2
	"Alcoholic liver disease (K70)"	"GR113-094"	"2011"	"2011"	16749	311591917	5.4
	"Alcoholic liver disease (K70)"	"GR113-094"	"2012"	"2012"	17419	313914040	5.5
	"Alcoholic liver disease (K70)"	"GR113-094"	"2013"	"2013"	18146	316128839	5.7
	"Alcoholic liver disease (K70)"	"GR113-094"	"2014"	"2014"	19388	318857056	6.1
	"Alcoholic liver disease (K70)"	"GR113-094"	"2015"	"2015"	21028	321418820	6.5
	"Alcoholic liver disease (K70)"	"GR113-094"	"2016"	"2016"	21815	323127513	6.8
	"Alcoholic liver disease (K70)"	"GR113-094"	"2017"	"2017"	22246	325719178	6.8
	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	23172	327167434	7.1
	"Alcoholic liver disease (K70)"	"GR113-094"	"2019"	"2019"	24110	328239523	7.3
	"Alcoholic liver disease (K70)"	"GR113-094"	"2020 "	"2020"	29505	329484123	9.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"1999"	"1999"	14301	279040168	5.1
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2000"	"2000"	14443	281421906	5.1
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2001"	"2001"	14828	284968955	5.2
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2002"	"2002"	15136	287625193	5.3
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2003"	"2003"	15143	290107933	5.2
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2004"	"2004"	14465	292805298	4.9
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2005"	"2005"	14602	295516599	4.9
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2006"	"2006"	14505	298379912	4.9
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2007"	"2007"	14759	301231207	4.9
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2008"	"2008"	15099	304093966	5.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2009"	"2009"	15375	306771529	5.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2010"	"2010"	15913	308745538	5.2
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2011"	"2011"	16893	311591917	5.4
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2012"	"2012"	17560	313914040	5.6
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2013"	"2013"	18281	316128839	5.8
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2014"	"2014"	18782	318857056	5.9
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2015"	"2015"	19298	321418820	6.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2016"	"2016"	18730	323127513	5.8
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2017"	"2017"	19497	325719178	6.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2018"	"2018"	19666	327167434	6.0
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2019"	"2019"	20248	328239523	6.2
	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2020 "	"2020"	22137	329484123	6.7
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"1999"	"1999"	2830	279040168	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2000"	"2000"	2810	281421906	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2001"	"2001"	2965	284968955	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2002"	"2002"	2979	287625193	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2003"	"2003"	2948	290107933	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2004"	"2004"	3086	292805298	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2005"	"2005"	3072	295516599	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2006"	"2006"	3114	298379912	1.0
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2007"	"2007"	3237	301231207	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2008"	"2008"	3417	304093966	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2009"	"2009"	3300	306771529	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2010"	"2010"	3332	308745538	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2011"	"2011"	3373	311591917	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2012"	"2012"	3320	313914040	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2013"	"2013"	3377	316128839	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2014"	"2014"	3467	318857056	1.1
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2015"	"2015"	3766	321418820	1.2
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2016"	"2016"	3803	323127513	1.2
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2017"	"2017"	3793	325719178	1.2
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2018"	"2018"	3778	327167434	1.2
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2019"	"2019"	3850	328239523	1.2
	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2020 "	"2020"	3985	329484123	1.2
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"1999"	"1999"	35525	279040168	12.7
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2000"	"2000"	37251	281421906	13.2
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2001"	"2001"	39480	284968955	13.9
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2002"	"2002"	40974	287625193	14.2
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2003"	"2003"	42453	290107933	14.6
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2004"	"2004"	42480	292805298	14.5
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2005"	"2005"	43901	295516599	14.9
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2006"	"2006"	45344	298379912	15.2
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2007"	"2007"	46448	301231207	15.4
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2008"	"2008"	48237	304093966	15.9
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2009"	"2009"	48935	306771529	16.0
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2010"	"2010"	50476	308745538	16.3
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2011"	"2011"	45591	311591917	14.6
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2012"	"2012"	45622	313914040	14.5
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2013"	"2013"	47112	316128839	14.9
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2014"	"2014"	48146	318857056	15.1
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2015"	"2015"	49959	321418820	15.5
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2016"	"2016"	50046	323127513	15.5
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2017"	"2017"	50633	325719178	15.5
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2018"	"2018"	51386	327167434	15.7
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2019"	"2019"	51565	328239523	15.7
	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2020 "	"2020"	52547	329484123	15.9
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"1999"	"1999"	182	279040168	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2000"	"2000"	177	281421906	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2001"	"2001"	156	284968955	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2002"	"2002"	166	287625193	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2003"	"2003"	148	290107933	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2004"	"2004"	157	292805298	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2005"	"2005"	137	295516599	0.0
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2006"	"2006"	138	298379912	0.0
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2007"	"2007"	206	301231207	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2008"	"2008"	160	304093966	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2009"	"2009"	159	306771529	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2010"	"2010"	203	308745538	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2011"	"2011"	337	311591917	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2012"	"2012"	358	313914040	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2013"	"2013"	399	316128839	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2014"	"2014"	472	318857056	0.1
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2015"	"2015"	526	321418820	0.2
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2016"	"2016"	567	323127513	0.2
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2017"	"2017"	637	325719178	0.2
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2018"	"2018"	686	327167434	0.2
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2019"	"2019"	695	328239523	0.2
	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2020 "	"2020"	739	329484123	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"1999"	"1999"	589	279040168	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2000"	"2000"	556	281421906	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2001"	"2001"	511	284968955	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2002"	"2002"	553	287625193	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2003"	"2003"	537	290107933	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2004"	"2004"	553	292805298	0.2
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2005"	"2005"	867	295516599	0.3
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2006"	"2006"	1841	298379912	0.6
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2007"	"2007"	2958	301231207	1.0
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2008"	"2008"	4109	304093966	1.4
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2009"	"2009"	4909	306771529	1.6
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2010"	"2010"	5894	308745538	1.9
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2011"	"2011"	337	311591917	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2012"	"2012"	254	313914040	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2013"	"2013"	254	316128839	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2014"	"2014"	288	318857056	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2015"	"2015"	290	321418820	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2016"	"2016"	279	323127513	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2017"	"2017"	267	325719178	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2018"	"2018"	267	327167434	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2019"	"2019"	310	328239523	0.1
	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2020 "	"2020"	303	329484123	0.1
	"Renal failure (N17-N19)"	"GR113-100"	"1999"	"1999"	34719	279040168	12.4
	"Renal failure (N17-N19)"	"GR113-100"	"2000"	"2000"	36471	281421906	13.0
	"Renal failure (N17-N19)"	"GR113-100"	"2001"	"2001"	38784	284968955	13.6
	"Renal failure (N17-N19)"	"GR113-100"	"2002"	"2002"	40222	287625193	14.0
	"Renal failure (N17-N19)"	"GR113-100"	"2003"	"2003"	41737	290107933	14.4
	"Renal failure (N17-N19)"	"GR113-100"	"2004"	"2004"	41732	292805298	14.3
	"Renal failure (N17-N19)"	"GR113-100"	"2005"	"2005"	42868	295516599	14.5
	"Renal failure (N17-N19)"	"GR113-100"	"2006"	"2006"	43344	298379912	14.5
	"Renal failure (N17-N19)"	"GR113-100"	"2007"	"2007"	43263	301231207	14.4
	"Renal failure (N17-N19)"	"GR113-100"	"2008"	"2008"	43935	304093966	14.4
	"Renal failure (N17-N19)"	"GR113-100"	"2009"	"2009"	43840	306771529	14.3
	"Renal failure (N17-N19)"	"GR113-100"	"2010"	"2010"	44362	308745538	14.4
	"Renal failure (N17-N19)"	"GR113-100"	"2011"	"2011"	44893	311591917	14.4
	"Renal failure (N17-N19)"	"GR113-100"	"2012"	"2012"	44988	313914040	14.3
	"Renal failure (N17-N19)"	"GR113-100"	"2013"	"2013"	46425	316128839	14.7
	"Renal failure (N17-N19)"	"GR113-100"	"2014"	"2014"	47364	318857056	14.9
